,Protein ID,plasma,type_x,liver,type_y,Gene name,Genename_ProteinID
355,P33908,3.33,plasma,5.3,liver,MAN1A1,MAN1A1__P33908
356,P00338,3.33,plasma,6.74,liver,LDHA,LDHA__P00338
357,Q9H6X2-2,3.33,plasma,4.79,liver,Q9H6X2-2,Q9H6X2-2__Q9H6X2-2
358,A0A0C4DG49,3.33,plasma,4.43,liver,A0A0C4DG49,A0A0C4DG49__A0A0C4DG49
359,Q07075,3.33,plasma,4.8,liver,ENPEP,ENPEP__Q07075
360,P33908,3.34,plasma,5.31,liver,MAN1A1,MAN1A1__P33908
361,Q16270,3.34,plasma,4.44,liver,IGFBP7,IGFBP7__Q16270
362,Q07075,3.34,plasma,4.83,liver,ENPEP,ENPEP__Q07075
363,P78417,3.34,plasma,6.79,liver,GSTO1,GSTO1__P78417
364,Q86UX7,3.34,plasma,4.49,liver,FERMT3,FERMT3__Q86UX7
365,P37802,3.34,plasma,5.61,liver,TAGLN2,TAGLN2__P37802
366,Q9Y490,3.34,plasma,5.9,liver,TLN1,TLN1__Q9Y490
367,Q14697-2,3.34,plasma,6.48,liver,Q14697-2,Q14697-2__Q14697-2
368,Q9UBG0,3.34,plasma,4.23,liver,MRC2,MRC2__Q9UBG0
369,Q6YHK3,3.34,plasma,4.43,liver,CD109,CD109__Q6YHK3
370,P18206,3.34,plasma,5.64,liver,VCL,VCL__P18206
371,J3KNB4,3.34,plasma,4.61,liver,CAMP,CAMP__J3KNB4
372,J3KNB4,3.34,plasma,4.85,liver,CAMP,CAMP__J3KNB4
373,Q13439,3.34,plasma,5.14,liver,Q13439,Q13439__Q13439
374,E9PEP6,3.34,plasma,4.44,liver,E9PEP6,E9PEP6__E9PEP6
375,J3KNB4,3.34,plasma,5.24,liver,CAMP,CAMP__J3KNB4
376,P00390,3.35,plasma,5.78,liver,GSR,GSR__P00390
377,P62495,3.35,plasma,5.0,liver,P62495,P62495__P62495
378,P04040,3.35,plasma,7.12,liver,CAT,CAT__P04040
379,Q16270,3.35,plasma,4.53,liver,IGFBP7,IGFBP7__Q16270
380,P11279,3.35,plasma,5.45,liver,LAMP1,LAMP1__P11279
381,P09486,3.35,plasma,5.03,liver,SPARC,SPARC__P09486
382,P16930,3.35,plasma,6.16,liver,FAH,FAH__P16930
383,Q9NSD9,3.35,plasma,4.74,liver,FARSB,FARSB__Q9NSD9
384,Q16853,3.35,plasma,5.59,liver,AOC3,AOC3__Q16853
385,P39060,3.35,plasma,5.93,liver,COL18A1,COL18A1__P39060
386,P63104,3.35,plasma,6.68,liver,YWHAZ,YWHAZ__P63104
387,P21333-2,3.35,plasma,5.92,liver,P21333-2,P21333-2__P21333-2
388,P13796,3.35,plasma,5.87,liver,LCP1,LCP1__P13796
389,P02538,3.35,plasma,7.1,liver,KRT6A,KRT6A__P02538
390,P81605,3.35,plasma,5.19,liver,DCD,DCD__P81605
391,Q6UX71,3.35,plasma,4.23,liver,PLXDC2,PLXDC2__Q6UX71
392,P13645,3.35,plasma,5.74,liver,KRT10,KRT10__P13645
393,Q6UX71,3.35,plasma,4.46,liver,PLXDC2,PLXDC2__Q6UX71
394,O95479,3.35,plasma,5.77,liver,H6PD,H6PD__O95479
395,A0A087X0S5,3.35,plasma,5.97,liver,COL6A1,COL6A1__A0A087X0S5
396,Q8NBJ4,3.35,plasma,4.95,liver,GOLM1,GOLM1__Q8NBJ4
397,P11279,3.35,plasma,5.32,liver,LAMP1,LAMP1__P11279
398,P19320,3.36,plasma,3.87,liver,VCAM1,VCAM1__P19320
399,Q16270,3.36,plasma,3.72,liver,IGFBP7,IGFBP7__Q16270
400,E9PEP6,3.36,plasma,3.5,liver,E9PEP6,E9PEP6__E9PEP6
401,Q16270,3.36,plasma,4.29,liver,IGFBP7,IGFBP7__Q16270
402,P04275,3.36,plasma,4.15,liver,VWF,VWF__P04275
403,P04275,3.36,plasma,4.2,liver,VWF,VWF__P04275
404,P04275,3.36,plasma,5.04,liver,VWF,VWF__P04275
405,A0A0C4DG49,3.36,plasma,4.55,liver,A0A0C4DG49,A0A0C4DG49__A0A0C4DG49
406,A0A0C4DG49,3.36,plasma,4.55,liver,A0A0C4DG49,A0A0C4DG49__A0A0C4DG49
407,Q14126,3.36,plasma,4.68,liver,DSG2,DSG2__Q14126
408,P33908,3.36,plasma,5.15,liver,MAN1A1,MAN1A1__P33908
409,P43121,3.36,plasma,4.35,liver,MCAM,MCAM__P43121
410,P04066,3.36,plasma,5.2,liver,FUCA1,FUCA1__P04066
411,A0A140TA41,3.36,plasma,5.01,liver,A0A140TA41,A0A140TA41__A0A140TA41
412,P33908,3.36,plasma,5.19,liver,MAN1A1,MAN1A1__P33908
413,P30041,3.36,plasma,6.87,liver,PRDX6,PRDX6__P30041
414,Q15113,3.36,plasma,3.99,liver,PCOLCE,PCOLCE__Q15113
415,Q6UX71,3.36,plasma,3.94,liver,PLXDC2,PLXDC2__Q6UX71
416,Q9UBG0,3.36,plasma,3.98,liver,MRC2,MRC2__Q9UBG0
417,A0A087X0S5,3.36,plasma,6.06,liver,COL6A1,COL6A1__A0A087X0S5
418,Q16270,3.36,plasma,4.79,liver,IGFBP7,IGFBP7__Q16270
419,Q99969,3.36,plasma,4.94,liver,RARRES2,RARRES2__Q99969
420,P61224,3.36,plasma,5.89,liver,P61224,P61224__P61224
421,P12814,3.36,plasma,5.97,liver,ACTN1,ACTN1__P12814
422,Q07075,3.37,plasma,5.05,liver,ENPEP,ENPEP__Q07075
423,P68371,3.37,plasma,6.46,liver,TUBB4B,TUBB4B__P68371
424,P62937,3.37,plasma,6.59,liver,PPIA,PPIA__P62937
425,P55290,3.37,plasma,4.71,liver,CDH13,CDH13__P55290
426,Q14766,3.37,plasma,4.39,liver,Q14766,Q14766__Q14766
427,P21333-2,3.37,plasma,5.93,liver,P21333-2,P21333-2__P21333-2
428,Q14126,3.37,plasma,4.55,liver,DSG2,DSG2__Q14126
429,A0A087X0S5,3.37,plasma,6.42,liver,COL6A1,COL6A1__A0A087X0S5
430,Q9Y490,3.37,plasma,5.82,liver,TLN1,TLN1__Q9Y490
431,O95497,3.37,plasma,6.87,liver,VNN1,VNN1__O95497
432,P11279,3.37,plasma,5.35,liver,LAMP1,LAMP1__P11279
433,Q16270,3.37,plasma,4.77,liver,IGFBP7,IGFBP7__Q16270
434,P32119,3.37,plasma,6.89,liver,PRDX2,PRDX2__P32119
435,P27487,3.37,plasma,5.03,liver,DPP4,DPP4__P27487
436,P62937,3.37,plasma,6.67,liver,PPIA,PPIA__P62937
437,P23141,3.37,plasma,7.12,liver,CES1,CES1__P23141
438,A0A1B0GVD5,3.37,plasma,6.76,liver,A0A1B0GVD5,A0A1B0GVD5__A0A1B0GVD5
439,J3KNB4,3.37,plasma,5.01,liver,CAMP,CAMP__J3KNB4
440,P04040,3.37,plasma,7.38,liver,CAT,CAT__P04040
441,E9PEP6,3.37,plasma,4.13,liver,E9PEP6,E9PEP6__E9PEP6
442,P78417,3.38,plasma,6.75,liver,GSTO1,GSTO1__P78417
443,Q16270,3.38,plasma,4.47,liver,IGFBP7,IGFBP7__Q16270
444,P33908,3.38,plasma,5.11,liver,MAN1A1,MAN1A1__P33908
445,P53396,3.38,plasma,5.89,liver,ACLY,ACLY__P53396
446,Q6YHK3,3.38,plasma,4.95,liver,CD109,CD109__Q6YHK3
447,E9PEP6,3.38,plasma,4.36,liver,E9PEP6,E9PEP6__E9PEP6
448,Q16270,3.38,plasma,4.6,liver,IGFBP7,IGFBP7__Q16270
449,Q6YHK3,3.38,plasma,4.77,liver,CD109,CD109__Q6YHK3
450,P15144,3.38,plasma,5.66,liver,ANPEP,ANPEP__P15144
451,J3KNB4,3.38,plasma,5.02,liver,CAMP,CAMP__J3KNB4
452,P27487,3.38,plasma,5.26,liver,DPP4,DPP4__P27487
453,P00338,3.38,plasma,6.85,liver,LDHA,LDHA__P00338
454,E9PEP6,3.38,plasma,4.5,liver,E9PEP6,E9PEP6__E9PEP6
455,J3KNB4,3.38,plasma,3.36,liver,CAMP,CAMP__J3KNB4
456,J3KNB4,3.38,plasma,4.48,liver,CAMP,CAMP__J3KNB4
457,P37802,3.38,plasma,5.66,liver,TAGLN2,TAGLN2__P37802
458,Q9H4G4,3.39,plasma,4.5,liver,GLIPR2,GLIPR2__Q9H4G4
459,P00338,3.39,plasma,6.92,liver,LDHA,LDHA__P00338
460,E9PEP6,3.39,plasma,4.36,liver,E9PEP6,E9PEP6__E9PEP6
461,P55290,3.39,plasma,3.94,liver,CDH13,CDH13__P55290
462,A0A1B0GVD5,3.39,plasma,6.79,liver,A0A1B0GVD5,A0A1B0GVD5__A0A1B0GVD5
463,P16157,3.39,plasma,4.77,liver,P16157,P16157__P16157
464,P07900,3.39,plasma,6.64,liver,HSP90AA1,HSP90AA1__P07900
465,J3KNB4,3.39,plasma,4.63,liver,CAMP,CAMP__J3KNB4
466,O95497,3.39,plasma,4.3,liver,VNN1,VNN1__O95497
467,Q9H4G4,3.39,plasma,4.68,liver,GLIPR2,GLIPR2__Q9H4G4
468,P55290,3.39,plasma,4.12,liver,CDH13,CDH13__P55290
469,Q6YHK3,3.39,plasma,4.93,liver,CD109,CD109__Q6YHK3
470,Q6UX71,3.39,plasma,4.16,liver,PLXDC2,PLXDC2__Q6UX71
471,E9PEP6,3.39,plasma,4.67,liver,E9PEP6,E9PEP6__E9PEP6
472,J3KNB4,3.4,plasma,4.31,liver,CAMP,CAMP__J3KNB4
473,P07900,3.4,plasma,6.58,liver,HSP90AA1,HSP90AA1__P07900
474,P33908,3.4,plasma,5.19,liver,MAN1A1,MAN1A1__P33908
475,P02776,3.4,plasma,6.81,liver,PF4,PF4__P02776
476,P12814,3.4,plasma,5.99,liver,ACTN1,ACTN1__P12814
477,Q13439,3.4,plasma,6.2,liver,Q13439,Q13439__Q13439
478,P63104,3.4,plasma,6.61,liver,YWHAZ,YWHAZ__P63104
479,Q6YHK3,3.4,plasma,3.79,liver,CD109,CD109__Q6YHK3
480,J3KNB4,3.4,plasma,4.78,liver,CAMP,CAMP__J3KNB4
481,E9PEP6,3.4,plasma,4.21,liver,E9PEP6,E9PEP6__E9PEP6
482,P18206,3.4,plasma,5.71,liver,VCL,VCL__P18206
483,P04275,3.4,plasma,4.92,liver,VWF,VWF__P04275
484,P33908,3.4,plasma,5.17,liver,MAN1A1,MAN1A1__P33908
485,Q16270,3.41,plasma,4.65,liver,IGFBP7,IGFBP7__Q16270
486,J3KNB4,3.41,plasma,4.54,liver,CAMP,CAMP__J3KNB4
487,P00338,3.41,plasma,6.87,liver,LDHA,LDHA__P00338
488,J3KNB4,3.41,plasma,4.76,liver,CAMP,CAMP__J3KNB4
489,P02538,3.41,plasma,7.23,liver,KRT6A,KRT6A__P02538
490,P04275,3.41,plasma,4.53,liver,VWF,VWF__P04275
491,Q9H4G4,3.41,plasma,4.62,liver,GLIPR2,GLIPR2__Q9H4G4
492,P09486,3.41,plasma,4.69,liver,SPARC,SPARC__P09486
493,A0A0C4DG49,3.41,plasma,4.41,liver,A0A0C4DG49,A0A0C4DG49__A0A0C4DG49
494,O95497,3.41,plasma,4.63,liver,VNN1,VNN1__O95497
495,Q9H4G4,3.41,plasma,4.74,liver,GLIPR2,GLIPR2__Q9H4G4
496,P11021,3.41,plasma,6.66,liver,HSPA5,HSPA5__P11021
497,J3KPS3,3.42,plasma,7.07,liver,ALDOA,ALDOA__J3KPS3
498,Q9UNW1,3.42,plasma,4.45,liver,MINPP1,MINPP1__Q9UNW1
499,P33908,3.42,plasma,5.24,liver,MAN1A1,MAN1A1__P33908
500,P33908,3.42,plasma,5.29,liver,MAN1A1,MAN1A1__P33908
501,Q6UX71,3.42,plasma,4.16,liver,PLXDC2,PLXDC2__Q6UX71
502,Q13103,3.42,plasma,3.81,liver,SPP2,SPP2__Q13103
503,E9PEP6,3.42,plasma,4.73,liver,E9PEP6,E9PEP6__E9PEP6
504,E9PEP6,3.42,plasma,4.3,liver,E9PEP6,E9PEP6__E9PEP6
505,P37802,3.42,plasma,5.61,liver,TAGLN2,TAGLN2__P37802
506,Q15113,3.42,plasma,4.4,liver,PCOLCE,PCOLCE__Q15113
507,E9PEP6,3.42,plasma,4.6,liver,E9PEP6,E9PEP6__E9PEP6
508,E9PEP6,3.42,plasma,4.42,liver,E9PEP6,E9PEP6__E9PEP6
509,P06702,3.42,plasma,5.57,liver,S100A9,S100A9__P06702
510,Q9UHG3,3.42,plasma,6.05,liver,PCYOX1,PCYOX1__Q9UHG3
511,J3KNB4,3.42,plasma,5.6,liver,CAMP,CAMP__J3KNB4
512,Q13103,3.42,plasma,3.71,liver,SPP2,SPP2__Q13103
513,Q06830,3.42,plasma,7.08,liver,PRDX1,PRDX1__Q06830
514,Q9UHG3,3.43,plasma,5.82,liver,PCYOX1,PCYOX1__Q9UHG3
515,P63104,3.43,plasma,6.29,liver,YWHAZ,YWHAZ__P63104
516,P16930,3.43,plasma,5.79,liver,FAH,FAH__P16930
517,J3KNB4,3.43,plasma,5.05,liver,CAMP,CAMP__J3KNB4
518,E9PEP6,3.43,plasma,4.73,liver,E9PEP6,E9PEP6__E9PEP6
519,P07996,3.43,plasma,4.74,liver,THBS1,THBS1__P07996
520,P35527,3.43,plasma,4.75,liver,KRT9,KRT9__P35527
521,E9PEP6,3.43,plasma,4.45,liver,E9PEP6,E9PEP6__E9PEP6
522,P27487,3.43,plasma,4.97,liver,DPP4,DPP4__P27487
523,E9PEP6,3.43,plasma,5.09,liver,E9PEP6,E9PEP6__E9PEP6
524,P23141,3.43,plasma,7.04,liver,CES1,CES1__P23141
525,J3KNB4,3.43,plasma,4.54,liver,CAMP,CAMP__J3KNB4
526,P02741,3.43,plasma,3.71,liver,CRP,CRP__P02741
527,P04406,3.43,plasma,7.06,liver,GAPDH,GAPDH__P04406
528,P81605,3.43,plasma,5.21,liver,DCD,DCD__P81605
529,P16930,3.43,plasma,6.12,liver,FAH,FAH__P16930
530,Q13439,3.44,plasma,6.26,liver,Q13439,Q13439__Q13439
531,Q9H4G4,3.44,plasma,4.61,liver,GLIPR2,GLIPR2__Q9H4G4
532,A0A0C4DG49,3.44,plasma,4.56,liver,A0A0C4DG49,A0A0C4DG49__A0A0C4DG49
533,P04264,3.44,plasma,5.87,liver,KRT1,KRT1__P04264
534,Q08830,3.44,plasma,4.28,liver,FGL1,FGL1__Q08830
535,Q14126,3.44,plasma,4.4,liver,DSG2,DSG2__Q14126
536,Q13439,3.44,plasma,4.23,liver,Q13439,Q13439__Q13439
537,P27487,3.44,plasma,5.18,liver,DPP4,DPP4__P27487
538,Q14126,3.44,plasma,4.56,liver,DSG2,DSG2__Q14126
539,Q99969,3.44,plasma,4.53,liver,RARRES2,RARRES2__Q99969
540,P33908,3.44,plasma,5.3,liver,MAN1A1,MAN1A1__P33908
541,Q6UX71,3.44,plasma,4.0,liver,PLXDC2,PLXDC2__Q6UX71
542,Q9H4G4,3.44,plasma,4.55,liver,GLIPR2,GLIPR2__Q9H4G4
543,A0A0C4DG49,3.44,plasma,4.38,liver,A0A0C4DG49,A0A0C4DG49__A0A0C4DG49
544,Q16270,3.44,plasma,4.68,liver,IGFBP7,IGFBP7__Q16270
545,P00338,3.44,plasma,6.82,liver,LDHA,LDHA__P00338
546,P33908,3.44,plasma,5.31,liver,MAN1A1,MAN1A1__P33908
547,P00338,3.44,plasma,6.91,liver,LDHA,LDHA__P00338
548,J3KNB4,3.44,plasma,4.92,liver,CAMP,CAMP__J3KNB4
549,P23528,3.44,plasma,6.23,liver,CFL1,CFL1__P23528
550,P04040,3.45,plasma,7.34,liver,CAT,CAT__P04040
551,P15144,3.45,plasma,5.63,liver,ANPEP,ANPEP__P15144
552,P63104,3.45,plasma,6.65,liver,YWHAZ,YWHAZ__P63104
553,P35579,3.45,plasma,6.3,liver,MYH9,MYH9__P35579
554,P68371,3.45,plasma,6.59,liver,TUBB4B,TUBB4B__P68371
555,Q9NZ08-2,3.45,plasma,5.42,liver,Q9NZ08-2,Q9NZ08-2__Q9NZ08-2
556,E9PEP6,3.45,plasma,4.25,liver,E9PEP6,E9PEP6__E9PEP6
557,P33908,3.45,plasma,5.2,liver,MAN1A1,MAN1A1__P33908
558,P11021,3.45,plasma,6.56,liver,HSPA5,HSPA5__P11021
559,Q16270,3.45,plasma,4.58,liver,IGFBP7,IGFBP7__Q16270
560,P00338,3.45,plasma,6.88,liver,LDHA,LDHA__P00338
561,P00338,3.45,plasma,6.84,liver,LDHA,LDHA__P00338
562,P33908,3.45,plasma,5.33,liver,MAN1A1,MAN1A1__P33908
563,P00338,3.45,plasma,6.82,liver,LDHA,LDHA__P00338
564,Q13103,3.45,plasma,3.78,liver,SPP2,SPP2__Q13103
565,A0A087X0S5,3.45,plasma,6.04,liver,COL6A1,COL6A1__A0A087X0S5
566,Q13439,3.46,plasma,5.05,liver,Q13439,Q13439__Q13439
567,E9PEP6,3.46,plasma,4.48,liver,E9PEP6,E9PEP6__E9PEP6
568,P55290,3.46,plasma,4.21,liver,CDH13,CDH13__P55290
569,Q08830,3.46,plasma,4.75,liver,FGL1,FGL1__Q08830
570,P07195,3.46,plasma,5.47,liver,LDHB,LDHB__P07195
571,P55290,3.46,plasma,4.05,liver,CDH13,CDH13__P55290
572,A0A087X1L8,3.46,plasma,4.09,liver,A0A087X1L8,A0A087X1L8__A0A087X1L8
573,E9PEP6,3.46,plasma,4.36,liver,E9PEP6,E9PEP6__E9PEP6
574,P43121,3.46,plasma,4.2,liver,MCAM,MCAM__P43121
575,Q13439,3.46,plasma,6.24,liver,Q13439,Q13439__Q13439
576,Q13439,3.46,plasma,6.16,liver,Q13439,Q13439__Q13439
577,P81605,3.46,plasma,4.38,liver,DCD,DCD__P81605
578,P62495,3.46,plasma,4.96,liver,P62495,P62495__P62495
579,P00338,3.46,plasma,6.93,liver,LDHA,LDHA__P00338
580,P33908,3.46,plasma,5.1,liver,MAN1A1,MAN1A1__P33908
581,P21333-2,3.46,plasma,5.99,liver,P21333-2,P21333-2__P21333-2
582,Q9H4G4,3.46,plasma,4.53,liver,GLIPR2,GLIPR2__Q9H4G4
583,F5GZS6,3.46,plasma,4.55,liver,SLC3A2,SLC3A2__F5GZS6
584,P35908,3.46,plasma,6.21,liver,KRT2,KRT2__P35908
585,P62495,3.46,plasma,4.92,liver,P62495,P62495__P62495
586,J3KNB4,3.46,plasma,5.0,liver,CAMP,CAMP__J3KNB4
587,J3KNB4,3.46,plasma,4.69,liver,CAMP,CAMP__J3KNB4
588,P00491,3.46,plasma,5.31,liver,PNP,PNP__P00491
589,Q13103,3.46,plasma,4.34,liver,SPP2,SPP2__Q13103
590,Q16270,3.46,plasma,4.57,liver,IGFBP7,IGFBP7__Q16270
591,P49721,3.47,plasma,5.62,liver,P49721,P49721__P49721
592,J3KNB4,3.47,plasma,4.56,liver,CAMP,CAMP__J3KNB4
593,A0A087X0S5,3.47,plasma,6.33,liver,COL6A1,COL6A1__A0A087X0S5
594,P15144,3.47,plasma,5.47,liver,ANPEP,ANPEP__P15144
595,P07737,3.47,plasma,6.12,liver,PFN1,PFN1__P07737
596,Q9H4G4,3.47,plasma,4.55,liver,GLIPR2,GLIPR2__Q9H4G4
597,P33908,3.47,plasma,5.36,liver,MAN1A1,MAN1A1__P33908
598,A0A087X0S5,3.47,plasma,5.81,liver,COL6A1,COL6A1__A0A087X0S5
599,Q16270,3.47,plasma,4.52,liver,IGFBP7,IGFBP7__Q16270
600,A0A087X0S5,3.47,plasma,5.72,liver,COL6A1,COL6A1__A0A087X0S5
601,Q16270,3.47,plasma,4.67,liver,IGFBP7,IGFBP7__Q16270
602,E9PEP6,3.47,plasma,4.28,liver,E9PEP6,E9PEP6__E9PEP6
603,A0A1B0GVD5,3.47,plasma,6.66,liver,A0A1B0GVD5,A0A1B0GVD5__A0A1B0GVD5
604,P78417,3.47,plasma,6.86,liver,GSTO1,GSTO1__P78417
605,P16930,3.47,plasma,6.14,liver,FAH,FAH__P16930
606,P07195,3.47,plasma,5.42,liver,LDHB,LDHB__P07195
607,P33908,3.47,plasma,5.36,liver,MAN1A1,MAN1A1__P33908
608,Q9H4G4,3.47,plasma,4.9,liver,GLIPR2,GLIPR2__Q9H4G4
609,Q16270,3.47,plasma,4.64,liver,IGFBP7,IGFBP7__Q16270
610,Q16270,3.47,plasma,4.65,liver,IGFBP7,IGFBP7__Q16270
611,P12814,3.48,plasma,6.11,liver,ACTN1,ACTN1__P12814
612,P07900,3.48,plasma,6.58,liver,HSP90AA1,HSP90AA1__P07900
613,E9PEP6,3.48,plasma,4.74,liver,E9PEP6,E9PEP6__E9PEP6
614,Q16270,3.48,plasma,4.57,liver,IGFBP7,IGFBP7__Q16270
615,P02776,3.48,plasma,5.28,liver,PF4,PF4__P02776
616,P00338,3.48,plasma,6.78,liver,LDHA,LDHA__P00338
617,Q9H4G4,3.48,plasma,4.48,liver,GLIPR2,GLIPR2__Q9H4G4
618,P12111,3.48,plasma,6.62,liver,COL6A3,COL6A3__P12111
619,P04040,3.48,plasma,6.97,liver,CAT,CAT__P04040
620,A0A140TA41,3.48,plasma,5.09,liver,A0A140TA41,A0A140TA41__A0A140TA41
621,A0A087X0S5,3.48,plasma,6.16,liver,COL6A1,COL6A1__A0A087X0S5
622,Q16270,3.48,plasma,4.91,liver,IGFBP7,IGFBP7__Q16270
623,Q9H4G4,3.48,plasma,4.67,liver,GLIPR2,GLIPR2__Q9H4G4
624,Q9H4G4,3.49,plasma,4.37,liver,GLIPR2,GLIPR2__Q9H4G4
625,P16930,3.49,plasma,6.12,liver,FAH,FAH__P16930
626,A0A087X0S5,3.49,plasma,6.33,liver,COL6A1,COL6A1__A0A087X0S5
627,P17066,3.49,plasma,6.7,liver,HSPA6,HSPA6__P17066
628,P00338,3.49,plasma,6.85,liver,LDHA,LDHA__P00338
629,P11021,3.49,plasma,6.67,liver,HSPA5,HSPA5__P11021
630,P02538,3.49,plasma,6.86,liver,KRT6A,KRT6A__P02538
631,P00338,3.49,plasma,6.79,liver,LDHA,LDHA__P00338
632,P81605,3.49,plasma,5.12,liver,DCD,DCD__P81605
633,P17066,3.49,plasma,6.7,liver,HSPA6,HSPA6__P17066
634,P06702,3.49,plasma,5.47,liver,S100A9,S100A9__P06702
635,P11021,3.49,plasma,6.57,liver,HSPA5,HSPA5__P11021
636,P09486,3.49,plasma,4.63,liver,SPARC,SPARC__P09486
637,P02538,3.49,plasma,7.21,liver,KRT6A,KRT6A__P02538
638,Q6UX71,3.49,plasma,4.19,liver,PLXDC2,PLXDC2__Q6UX71
639,Q9UHG3,3.49,plasma,5.84,liver,PCYOX1,PCYOX1__Q9UHG3
640,Q9H4G4,3.49,plasma,4.55,liver,GLIPR2,GLIPR2__Q9H4G4
641,P15144,3.49,plasma,5.56,liver,ANPEP,ANPEP__P15144
642,Q9H4G4,3.49,plasma,4.59,liver,GLIPR2,GLIPR2__Q9H4G4
643,J3KPS3,3.5,plasma,7.21,liver,ALDOA,ALDOA__J3KPS3
644,P07737,3.5,plasma,5.98,liver,PFN1,PFN1__P07737
645,Q16270,3.5,plasma,4.96,liver,IGFBP7,IGFBP7__Q16270
646,P04040,3.5,plasma,7.1,liver,CAT,CAT__P04040
647,Q6UX71,3.5,plasma,4.16,liver,PLXDC2,PLXDC2__Q6UX71
648,Q9H4G4,3.5,plasma,4.65,liver,GLIPR2,GLIPR2__Q9H4G4
649,O95497,3.5,plasma,7.03,liver,VNN1,VNN1__O95497
650,E9PEP6,3.5,plasma,4.33,liver,E9PEP6,E9PEP6__E9PEP6
651,A0A0C4DG49,3.5,plasma,4.3,liver,A0A0C4DG49,A0A0C4DG49__A0A0C4DG49
652,P00338,3.5,plasma,6.94,liver,LDHA,LDHA__P00338
653,P06702,3.5,plasma,5.74,liver,S100A9,S100A9__P06702
654,P18206,3.5,plasma,5.9,liver,VCL,VCL__P18206
655,Q16270,3.5,plasma,4.7,liver,IGFBP7,IGFBP7__Q16270
656,P33908,3.5,plasma,5.28,liver,MAN1A1,MAN1A1__P33908
657,P09960,3.5,plasma,5.58,liver,LTA4H,LTA4H__P09960
658,Q99969,3.5,plasma,4.47,liver,RARRES2,RARRES2__Q99969
659,Q16270,3.5,plasma,4.74,liver,IGFBP7,IGFBP7__Q16270
660,Q13439,3.5,plasma,6.09,liver,Q13439,Q13439__Q13439
661,P06702,3.5,plasma,5.85,liver,S100A9,S100A9__P06702
662,A0A087X0S5,3.5,plasma,5.95,liver,COL6A1,COL6A1__A0A087X0S5
663,P11279,3.5,plasma,5.39,liver,LAMP1,LAMP1__P11279
664,P61978-2,3.5,plasma,6.16,liver,P61978-2,P61978-2__P61978-2
665,A0A087X0S5,3.5,plasma,6.17,liver,COL6A1,COL6A1__A0A087X0S5
666,P15144,3.51,plasma,5.52,liver,ANPEP,ANPEP__P15144
667,Q92859,3.51,plasma,4.06,liver,NEO1,NEO1__Q92859
668,Q6YHK3,3.51,plasma,3.76,liver,CD109,CD109__Q6YHK3
669,E9PEP6,3.51,plasma,4.91,liver,E9PEP6,E9PEP6__E9PEP6
670,P00338,3.51,plasma,6.82,liver,LDHA,LDHA__P00338
671,Q92859,3.51,plasma,4.12,liver,NEO1,NEO1__Q92859
672,Q08830,3.51,plasma,4.89,liver,FGL1,FGL1__Q08830
673,P33908,3.51,plasma,5.26,liver,MAN1A1,MAN1A1__P33908
674,Q16270,3.51,plasma,4.72,liver,IGFBP7,IGFBP7__Q16270
675,P00338,3.51,plasma,6.86,liver,LDHA,LDHA__P00338
676,P15144,3.51,plasma,5.63,liver,ANPEP,ANPEP__P15144
677,Q6UX71,3.51,plasma,4.23,liver,PLXDC2,PLXDC2__Q6UX71
678,P00338,3.51,plasma,6.88,liver,LDHA,LDHA__P00338
679,P06702,3.51,plasma,5.77,liver,S100A9,S100A9__P06702
680,P17066,3.51,plasma,6.71,liver,HSPA6,HSPA6__P17066
681,P07737,3.51,plasma,6.05,liver,PFN1,PFN1__P07737
682,Q9Y490,3.51,plasma,5.76,liver,TLN1,TLN1__Q9Y490
683,P07195,3.51,plasma,5.46,liver,LDHB,LDHB__P07195
684,A0A0B4J1X5,3.51,plasma,5.09,liver,IGHV3-74,IGHV3-74__A0A0B4J1X5
685,E9PEP6,3.51,plasma,4.4,liver,E9PEP6,E9PEP6__E9PEP6
686,P11021,3.51,plasma,6.61,liver,HSPA5,HSPA5__P11021
687,J3KNB4,3.51,plasma,4.72,liver,CAMP,CAMP__J3KNB4
688,E9PEP6,3.51,plasma,4.4,liver,E9PEP6,E9PEP6__E9PEP6
689,A0A0B4J1X5,3.51,plasma,5.39,liver,IGHV3-74,IGHV3-74__A0A0B4J1X5
690,P00390,3.51,plasma,5.88,liver,GSR,GSR__P00390
691,P33908,3.51,plasma,5.29,liver,MAN1A1,MAN1A1__P33908
692,A0A1B0GVD5,3.51,plasma,6.81,liver,A0A1B0GVD5,A0A1B0GVD5__A0A1B0GVD5
693,Q9UHG3,3.51,plasma,5.91,liver,PCYOX1,PCYOX1__Q9UHG3
694,Q16270,3.52,plasma,4.39,liver,IGFBP7,IGFBP7__Q16270
695,P21333-2,3.52,plasma,5.98,liver,P21333-2,P21333-2__P21333-2
696,E9PEP6,3.52,plasma,4.6,liver,E9PEP6,E9PEP6__E9PEP6
697,O95497,3.52,plasma,4.93,liver,VNN1,VNN1__O95497
698,Q16270,3.52,plasma,4.55,liver,IGFBP7,IGFBP7__Q16270
699,E9PEP6,3.52,plasma,4.28,liver,E9PEP6,E9PEP6__E9PEP6
700,P00338,3.52,plasma,6.86,liver,LDHA,LDHA__P00338
701,P00491,3.52,plasma,5.44,liver,PNP,PNP__P00491
702,E9PEP6,3.52,plasma,4.53,liver,E9PEP6,E9PEP6__E9PEP6
